station_id,name,day_date,temperature_avg,zscore
IN009012800,"BANGALORE HINDUSTAN, IN",2020-03-19,82,1.3468752722762265
IN009010500,"ANEKAL, IN",1935-01-11,33.6,1.4101451117550003
IN009010500,"ANEKAL, IN",1922-08-19,32.5,1.1561571467186667
IN009010500,"ANEKAL, IN",1963-09-03,32.3,1.10997751671206
IN009012800,"BANGALORE HINDUSTAN, IN",1957-10-12,23.7,-1.052657190016066
IN009010500,"ANEKAL, IN",1965-06-28,20.7,-1.5684410236710906
IN009010500,"ANEKAL, IN",1952-12-13,22.5,-1.152824353611636
IN009010500,"ANEKAL, IN",1967-09-14,20.9,-1.5222613936644849
IN009010500,"ANEKAL, IN",1938-03-12,32.3,1.10997751671206
IN009010500,"ANEKAL, IN",1959-12-23,21.4,-1.4068123186479697
IN009012800,"BANGALORE HINDUSTAN, IN",2015-08-16,83,1.3880336335505368
IN009010500,"ANEKAL, IN",1903-06-16,22.5,-1.152824353611636
IN009011400,"VARTUR, IN",1955-12-20,21.3,-1.4148915221502636
IN009012800,"BANGALORE HINDUSTAN, IN",1970-01-31,24.4,-1.0238463371240487
IN009011400,"VARTUR, IN",1954-06-03,33.9,1.4572673402726586
IN009012800,"BANGALORE HINDUSTAN, IN",1945-10-07,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1901-07-07,22.1,-1.2451836136248478
IN009010500,"ANEKAL, IN",1937-09-09,34.6,1.6410432617880306
IN009012800,"BANGALORE HINDUSTAN, IN",1963-02-09,24.9,-1.0032671564868936
IN009010500,"ANEKAL, IN",1930-09-01,33.9,1.4794145567649086
IN009010500,"ANEKAL, IN",1926-07-28,32.4,1.1330673317153632
IN009012800,"BANGALORE HINDUSTAN, IN",1963-02-02,23.7,-1.052657190016066
IN009010500,"ANEKAL, IN",1947-11-25,20.1,-1.7069799136909083
IN009010500,"ANEKAL, IN",1959-08-28,32.6,1.17924696172197
IN009012800,"BANGALORE HINDUSTAN, IN",2023-09-06,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1916-02-10,21.9,-1.2913632436314546
IN009010500,"ANEKAL, IN",1932-07-28,21.5,-1.3837225036446663
IN009010500,"ANEKAL, IN",1939-08-05,32.3,1.10997751671206
IN009010500,"ANEKAL, IN",1932-05-16,32.7,1.2023367767252733
IN009012800,"BANGALORE HINDUSTAN, IN",1956-01-26,23.2,-1.073236370653221
IN009011801,"ATTIBELE, IN",1957-04-08,33.3,1.3459937643456443
IN009012800,"BANGALORE HINDUSTAN, IN",2011-03-31,82,1.3468752722762265
IN009012800,"BANGALORE HINDUSTAN, IN",1960-11-07,22.2,-1.1143947319275314
IN009010500,"ANEKAL, IN",1936-05-30,22.5,-1.152824353611636
IN009010500,"ANEKAL, IN",1931-05-04,20.2,-1.6838900986876058
IN009012800,"BANGALORE HINDUSTAN, IN",2021-10-17,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1933-12-10,22.1,-1.2451836136248478
IN009010500,"ANEKAL, IN",1905-08-28,20,-1.7300697286942117
IN009011801,"ATTIBELE, IN",1962-09-27,22.1,-1.2383681971222877
IN009012800,"BANGALORE HINDUSTAN, IN",1944-06-14,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1968-02-18,32.7,1.2023367767252733
IN009011801,"ATTIBELE, IN",1963-05-24,34.9,1.7151883302696351
IN009012800,"BANGALORE HINDUSTAN, IN",2014-09-22,84,1.4291919948248473
IN009010500,"ANEKAL, IN",1924-01-16,23.1,-1.0142854635918175
IN009010500,"ANEKAL, IN",1915-11-06,21.9,-1.2913632436314546
IN009011400,"VARTUR, IN",1958-12-08,31.9,1.001369108142036
IN009010500,"ANEKAL, IN",1918-10-06,21.5,-1.3837225036446663
IN009010500,"ANEKAL, IN",1945-02-10,20.6,-1.5915308386743932
IN009010500,"ANEKAL, IN",1968-11-25,34,1.502504371768212
IN009011400,"VARTUR, IN",1960-03-08,20.3,-1.642840638215575
IN009010500,"ANEKAL, IN",1917-04-25,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1955-09-02,33.2,1.3177858517417884
IN009010500,"ANEKAL, IN",1914-05-08,20.5,-1.6146206536776966
IN009012800,"BANGALORE HINDUSTAN, IN",1950-03-30,20.4,-1.18847978222129
IN009012800,"BANGALORE HINDUSTAN, IN",1959-05-19,23.1,-1.077352206780652
IN009012800,"BANGALORE HINDUSTAN, IN",1943-04-12,83,1.3880336335505368
IN009012800,"BANGALORE HINDUSTAN, IN",2016-10-04,77,1.141083465904675
IN009010500,"ANEKAL, IN",1939-07-08,23.1,-1.0142854635918175
IN009010500,"ANEKAL, IN",1913-08-30,20.7,-1.5684410236710906
IN009010500,"ANEKAL, IN",1940-06-24,33.6,1.4101451117550003
IN009010500,"ANEKAL, IN",1928-04-07,32.5,1.1561571467186667
IN009012800,"BANGALORE HINDUSTAN, IN",1959-12-19,23.1,-1.077352206780652
IN009011400,"VARTUR, IN",1952-12-02,34.9,1.68521645633797
IN009011400,"VARTUR, IN",1957-06-08,22.4,-1.1641474944784216
IN009010500,"ANEKAL, IN",1905-11-17,20.4,-1.637710468681
IN009010500,"ANEKAL, IN",1954-02-12,33.9,1.4794145567649086
IN009010500,"ANEKAL, IN",1948-11-07,33.6,1.4101451117550003
IN009012800,"BANGALORE HINDUSTAN, IN",1950-10-23,21.5,-1.1432055848195486
IN009010500,"ANEKAL, IN",1937-08-25,33.1,1.2946960367384852
IN009010500,"ANEKAL, IN",1911-10-13,21.5,-1.3837225036446663
IN009012800,"BANGALORE HINDUSTAN, IN",2021-12-06,74,1.0176083820817439
IN009011801,"ATTIBELE, IN",1960-09-05,34.4,1.599815028418388
IN009010500,"ANEKAL, IN",1970-04-25,21.4,-1.4068123186479697
IN009010500,"ANEKAL, IN",1968-02-27,20.6,-1.5915308386743932
IN009010500,"ANEKAL, IN",1920-04-04,22.8,-1.0835549086017269
IN009010500,"ANEKAL, IN",1944-05-12,20.7,-1.5684410236710906
IN009010500,"ANEKAL, IN",1966-02-05,34.8,1.6872228917946357
IN009012800,"BANGALORE HINDUSTAN, IN",1949-10-21,22,-1.1226264041823935
IN009010500,"ANEKAL, IN",1956-01-13,33.9,1.4794145567649086
IN009010500,"ANEKAL, IN",1965-08-08,20.7,-1.5684410236710906
IN009012800,"BANGALORE HINDUSTAN, IN",1943-09-08,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",2017-05-28,78,1.1822418271789852
IN009012800,"BANGALORE HINDUSTAN, IN",2022-09-09,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1913-04-29,31.9,1.017618256698848
IN009010500,"ANEKAL, IN",1959-10-27,32,1.0407080717021515
IN009010500,"ANEKAL, IN",1965-01-04,20.1,-1.7069799136909083
IN009011400,"VARTUR, IN",1952-09-20,35,1.7080113679445015
IN009010500,"ANEKAL, IN",1962-12-17,34.9,1.710312706797939
IN009012800,"BANGALORE HINDUSTAN, IN",2015-06-01,83,1.3880336335505368
IN009012800,"BANGALORE HINDUSTAN, IN",1966-04-17,22.1,-1.1185105680549623
IN009010500,"ANEKAL, IN",1930-03-26,22.8,-1.0835549086017269
IN009011801,"ATTIBELE, IN",1957-12-30,22.8,-1.076845574530542
IN009010500,"ANEKAL, IN",1970-03-14,23.1,-1.0142854635918175
IN009010500,"ANEKAL, IN",1907-05-02,21.8,-1.3144530586347571
IN009010500,"ANEKAL, IN",1937-09-30,34.9,1.710312706797939
IN009012800,"BANGALORE HINDUSTAN, IN",1970-04-29,20.7,-1.1761322738389968
IN009012800,"BANGALORE HINDUSTAN, IN",1954-11-23,24.1,-1.0361938455063417
IN009012800,"BANGALORE HINDUSTAN, IN",2014-07-22,81,1.3057169110019162
IN009012800,"BANGALORE HINDUSTAN, IN",2019-02-26,80,1.264558549727606
IN009010500,"ANEKAL, IN",1941-08-06,20.6,-1.5915308386743932
IN009010500,"ANEKAL, IN",1926-08-13,22.1,-1.2451836136248478
IN009010500,"ANEKAL, IN",1921-02-10,33.3,1.3408756667450903
IN009010500,"ANEKAL, IN",1930-09-29,21.2,-1.4529919486545755
IN009012800,"BANGALORE HINDUSTAN, IN",1970-09-21,22.1,-1.1185105680549623
IN009012800,"BANGALORE HINDUSTAN, IN",2018-05-01,79,1.2234001884532955
IN009010500,"ANEKAL, IN",1948-05-09,32.4,1.1330673317153632
IN009010500,"ANEKAL, IN",1917-02-08,22,-1.2682734286281512
IN009012800,"BANGALORE HINDUSTAN, IN",1962-07-28,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1926-06-19,33.7,1.4332349267583036
IN009010500,"ANEKAL, IN",1949-03-09,22.5,-1.152824353611636
IN009012800,"BANGALORE HINDUSTAN, IN",1950-02-22,22.8,-1.089699715162945
IN009012800,"BANGALORE HINDUSTAN, IN",1944-06-17,76,1.0999251046303646
IN009011801,"ATTIBELE, IN",1965-01-27,34.1,1.5305910473076405
IN009010500,"ANEKAL, IN",1907-07-08,32.5,1.1561571467186667
IN009011400,"VARTUR, IN",1963-01-23,20,-1.7112253730351685
IN009012800,"BANGALORE HINDUSTAN, IN",2012-02-28,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1961-11-03,34.5,1.6179534467847272
IN009012800,"BANGALORE HINDUSTAN, IN",2019-09-23,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",1959-01-09,20.4,-1.18847978222129
IN009010500,"ANEKAL, IN",1928-01-12,34.4,1.5948636317814238
IN009010500,"ANEKAL, IN",1919-07-13,32.7,1.2023367767252733
IN009010500,"ANEKAL, IN",1948-04-13,22.7,-1.10664472360503
IN009010500,"ANEKAL, IN",1946-11-15,34.9,1.710312706797939
IN009010500,"ANEKAL, IN",1948-11-23,20.2,-1.6838900986876058
IN009010500,"ANEKAL, IN",1902-12-03,31.9,1.017618256698848
IN009012800,"BANGALORE HINDUSTAN, IN",1950-04-08,23,-1.0814680429080832
IN009012800,"BANGALORE HINDUSTAN, IN",1970-04-18,20.5,-1.1843639460938589
IN009012800,"BANGALORE HINDUSTAN, IN",1969-04-12,20.5,-1.1843639460938589
IN009012800,"BANGALORE HINDUSTAN, IN",1961-10-15,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1921-05-17,21.3,-1.4299021336512723
IN009010500,"ANEKAL, IN",1919-02-12,21.5,-1.3837225036446663
IN009010500,"ANEKAL, IN",1919-07-09,31.9,1.017618256698848
IN009010500,"ANEKAL, IN",1966-12-26,20.1,-1.7069799136909083
IN009010500,"ANEKAL, IN",1910-04-17,22.7,-1.10664472360503
IN009011400,"VARTUR, IN",1955-01-26,32.7,1.1837284009942861
IN009012800,"BANGALORE HINDUSTAN, IN",1945-08-23,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1908-07-09,21.4,-1.4068123186479697
IN009012800,"BANGALORE HINDUSTAN, IN",2023-06-01,77,1.141083465904675
IN009010500,"ANEKAL, IN",1902-06-01,21.4,-1.4068123186479697
IN009010500,"ANEKAL, IN",1956-05-30,22.8,-1.0835549086017269
IN009010500,"ANEKAL, IN",1920-09-24,22.7,-1.10664472360503
IN009010500,"ANEKAL, IN",1931-06-25,22.8,-1.0835549086017269
IN009012800,"BANGALORE HINDUSTAN, IN",1960-06-26,24.6,-1.0156146648691864
IN009011400,"VARTUR, IN",1952-06-21,34.2,1.525652075092253
IN009012800,"BANGALORE HINDUSTAN, IN",1967-04-12,24.1,-1.0361938455063417
IN009011801,"ATTIBELE, IN",1964-01-04,22.7,-1.0999202349007917
IN009012800,"BANGALORE HINDUSTAN, IN",1968-11-19,23.5,-1.0608888622709278
IN009012800,"BANGALORE HINDUSTAN, IN",1956-02-14,20.5,-1.1843639460938589
IN009012800,"BANGALORE HINDUSTAN, IN",2021-07-10,74,1.0176083820817439
IN009011801,"ATTIBELE, IN",1959-01-24,22.4,-1.1691442160115402
IN009012800,"BANGALORE HINDUSTAN, IN",2023-06-16,78,1.1822418271789852
IN009010500,"ANEKAL, IN",1921-09-18,22.7,-1.10664472360503
IN009010500,"ANEKAL, IN",1901-06-22,20.2,-1.6838900986876058
IN009012800,"BANGALORE HINDUSTAN, IN",2024-05-23,82,1.3468752722762265
IN009010500,"ANEKAL, IN",1925-12-20,20,-1.7300697286942117
IN009010500,"ANEKAL, IN",1967-09-16,33.5,1.387055296751697
IN009012800,"BANGALORE HINDUSTAN, IN",1957-04-04,24.6,-1.0156146648691864
IN009012800,"BANGALORE HINDUSTAN, IN",1958-10-17,22,-1.1226264041823935
IN009012800,"BANGALORE HINDUSTAN, IN",2016-06-09,76,1.0999251046303646
IN009011801,"ATTIBELE, IN",1958-04-13,33.8,1.4613670661968914
IN009012800,"BANGALORE HINDUSTAN, IN",2017-09-08,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",1969-08-29,22.4,-1.1061630596726693
IN009012800,"BANGALORE HINDUSTAN, IN",1969-05-10,24.8,-1.0073829926143245
IN009010500,"ANEKAL, IN",1910-09-12,33.3,1.3408756667450903
IN009012800,"BANGALORE HINDUSTAN, IN",1966-10-20,20.2,-1.1967114544761521
IN009012800,"BANGALORE HINDUSTAN, IN",2012-06-29,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1958-07-16,22.2,-1.2220937986215452
IN009011400,"VARTUR, IN",1954-08-10,34.4,1.5712418983053142
IN009012800,"BANGALORE HINDUSTAN, IN",2023-08-20,76,1.0999251046303646
IN009012800,"BANGALORE HINDUSTAN, IN",2015-07-24,83,1.3880336335505368
IN009010500,"ANEKAL, IN",1962-09-04,20.1,-1.7069799136909083
IN009010500,"ANEKAL, IN",1921-04-07,21.5,-1.3837225036446663
IN009011400,"VARTUR, IN",1960-04-23,32.1,1.0469589313550989
IN009012800,"BANGALORE HINDUSTAN, IN",1942-09-07,76,1.0999251046303646
IN009011801,"ATTIBELE, IN",1961-04-03,22.9,-1.0537709141602931
IN009012800,"BANGALORE HINDUSTAN, IN",2012-09-25,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1910-05-26,32.5,1.1561571467186667
IN009012800,"BANGALORE HINDUSTAN, IN",1959-11-20,24.9,-1.0032671564868936
IN009012800,"BANGALORE HINDUSTAN, IN",1958-10-05,23.3,-1.06912053452579
IN009012800,"BANGALORE HINDUSTAN, IN",1962-09-29,77,1.141083465904675
IN009010500,"ANEKAL, IN",1904-11-02,34.8,1.6872228917946357
IN009010500,"ANEKAL, IN",1911-10-01,32.1,1.063797886705455
IN009010500,"ANEKAL, IN",1946-02-27,21.9,-1.2913632436314546
IN009010500,"ANEKAL, IN",1922-05-14,22.7,-1.10664472360503
IN009011801,"ATTIBELE, IN",1960-03-12,33,1.2767697832348968
IN009010500,"ANEKAL, IN",1929-08-21,21.8,-1.3144530586347571
IN009010500,"ANEKAL, IN",1964-05-09,34.1,1.5255941867715155
IN009012800,"BANGALORE HINDUSTAN, IN",1969-02-03,23.7,-1.052657190016066
IN009010500,"ANEKAL, IN",1932-07-04,32.3,1.10997751671206
IN009012800,"BANGALORE HINDUSTAN, IN",2018-06-16,77,1.141083465904675
IN009012800,"BANGALORE HINDUSTAN, IN",2017-06-28,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1924-05-03,33.3,1.3408756667450903
IN009012800,"BANGALORE HINDUSTAN, IN",1955-10-01,20.7,-1.1761322738389968
IN009012800,"BANGALORE HINDUSTAN, IN",2013-11-05,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1951-12-06,33.3,1.3408756667450903
IN009010500,"ANEKAL, IN",1946-08-15,34.9,1.710312706797939
IN009012800,"BANGALORE HINDUSTAN, IN",1944-03-28,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1968-12-16,32.5,1.1561571467186667
IN009010500,"ANEKAL, IN",1928-07-04,32.4,1.1330673317153632
IN009012800,"BANGALORE HINDUSTAN, IN",2014-11-22,79,1.2234001884532955
IN009010500,"ANEKAL, IN",1904-06-27,20.6,-1.5915308386743932
IN009010500,"ANEKAL, IN",1939-06-01,22.1,-1.2451836136248478
IN009010500,"ANEKAL, IN",1958-06-09,34.2,1.5486840017748187
IN009012800,"BANGALORE HINDUSTAN, IN",2018-03-16,77,1.141083465904675
IN009012800,"BANGALORE HINDUSTAN, IN",2022-04-20,82,1.3468752722762265
IN009010500,"ANEKAL, IN",1952-11-16,23.1,-1.0142854635918175
IN009012800,"BANGALORE HINDUSTAN, IN",1958-03-04,22.7,-1.0938155512903762
IN009012800,"BANGALORE HINDUSTAN, IN",1957-11-12,21.3,-1.1514372570744107
IN009010500,"ANEKAL, IN",1948-10-07,32.1,1.063797886705455
IN009010500,"ANEKAL, IN",1968-06-30,22.7,-1.10664472360503
IN009012800,"BANGALORE HINDUSTAN, IN",2014-05-15,89,1.6349838011963989
IN009010500,"ANEKAL, IN",1956-11-22,34.4,1.5948636317814238
IN009011801,"ATTIBELE, IN",1961-02-02,21.3,-1.422965480084283
IN009012800,"BANGALORE HINDUSTAN, IN",1960-03-14,20.7,-1.1761322738389968
IN009010500,"ANEKAL, IN",1911-04-10,33.6,1.4101451117550003
IN009012800,"BANGALORE HINDUSTAN, IN",1952-12-25,21.8,-1.1308580764372556
IN009012800,"BANGALORE HINDUSTAN, IN",1956-05-07,21.9,-1.1267422403098246
IN009010500,"ANEKAL, IN",1904-02-15,20.4,-1.637710468681
IN009011400,"VARTUR, IN",1964-02-20,33.5,1.3660876938465345
IN009010500,"ANEKAL, IN",1910-09-13,20.4,-1.637710468681
IN009012800,"BANGALORE HINDUSTAN, IN",2016-11-13,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1943-06-17,21,-1.4991715786611814
IN009010500,"ANEKAL, IN",1925-12-13,33.2,1.3177858517417884
IN009010500,"ANEKAL, IN",1922-03-07,20.1,-1.7069799136909083
IN009010500,"ANEKAL, IN",1914-09-06,34.8,1.6872228917946357
IN009012800,"BANGALORE HINDUSTAN, IN",1944-02-19,74,1.0176083820817439
IN009010500,"ANEKAL, IN",1946-05-25,22.1,-1.2451836136248478
IN009012800,"BANGALORE HINDUSTAN, IN",2011-09-27,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1963-05-28,33.8,1.4563247417616054
IN009010500,"ANEKAL, IN",1906-10-22,32.6,1.17924696172197
IN009011801,"ATTIBELE, IN",1959-10-31,23.1,-1.0076215934197936
IN009012800,"BANGALORE HINDUSTAN, IN",2024-04-15,82,1.3468752722762265
IN009012800,"BANGALORE HINDUSTAN, IN",2016-10-21,76,1.0999251046303646
IN009012800,"BANGALORE HINDUSTAN, IN",1943-05-05,84,1.4291919948248473
IN009010500,"ANEKAL, IN",1906-06-12,34.4,1.5948636317814238
IN009010500,"ANEKAL, IN",1963-05-06,32.5,1.1561571467186667
IN009010500,"ANEKAL, IN",1918-03-15,32.2,1.0868877017087581
IN009012800,"BANGALORE HINDUSTAN, IN",2020-06-20,78,1.1822418271789852
IN009012800,"BANGALORE HINDUSTAN, IN",2012-04-01,79,1.2234001884532955
IN009012800,"BANGALORE HINDUSTAN, IN",2024-02-03,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1957-11-12,33,1.2716062217351818
IN009010500,"ANEKAL, IN",1931-02-07,32.8,1.2254265917285752
IN009011400,"VARTUR, IN",1954-09-18,21,-1.4832762569698572
IN009012800,"BANGALORE HINDUSTAN, IN",1953-11-23,21.1,-1.1596689293292726
IN009010500,"ANEKAL, IN",1921-12-21,23,-1.037375278595121
IN009010500,"ANEKAL, IN",1906-11-08,21.4,-1.4068123186479697
IN009012800,"BANGALORE HINDUSTAN, IN",1963-03-03,20.4,-1.18847978222129
IN009010500,"ANEKAL, IN",1952-04-02,34.6,1.6410432617880306
IN009012800,"BANGALORE HINDUSTAN, IN",1963-11-14,23.7,-1.052657190016066
IN009010500,"ANEKAL, IN",1960-10-30,20,-1.7300697286942117
IN009010500,"ANEKAL, IN",1906-06-29,34.1,1.5255941867715155
IN009010500,"ANEKAL, IN",1934-08-22,32.5,1.1561571467186667
IN009012800,"BANGALORE HINDUSTAN, IN",1945-07-05,75,1.0587667433560541
IN009011801,"ATTIBELE, IN",1957-04-27,34.2,1.5536657076778904
IN009012800,"BANGALORE HINDUSTAN, IN",1960-03-16,23.3,-1.06912053452579
IN009012800,"BANGALORE HINDUSTAN, IN",1966-01-27,21.5,-1.1432055848195486
IN009010500,"ANEKAL, IN",1950-08-03,32,1.0407080717021515
IN009010500,"ANEKAL, IN",1933-12-24,20,-1.7300697286942117
IN009010500,"ANEKAL, IN",1917-01-01,34,1.502504371768212
IN009011400,"VARTUR, IN",1960-03-31,34,1.4800622518791902
IN009011400,"VARTUR, IN",1960-07-02,34,1.4800622518791902
IN009010500,"ANEKAL, IN",1960-03-29,33.9,1.4794145567649086
IN009010500,"ANEKAL, IN",1939-07-11,32,1.0407080717021515
IN009012800,"BANGALORE HINDUSTAN, IN",1964-08-08,24.7,-1.0114988287417555
IN009012800,"BANGALORE HINDUSTAN, IN",1943-04-18,83,1.3880336335505368
IN009011400,"VARTUR, IN",1956-07-09,20.1,-1.688430461428637
IN009012800,"BANGALORE HINDUSTAN, IN",1952-10-24,21.9,-1.1267422403098246
IN009012800,"BANGALORE HINDUSTAN, IN",2014-06-22,84,1.4291919948248473
IN009012800,"BANGALORE HINDUSTAN, IN",2021-06-18,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1914-09-16,20.4,-1.637710468681
IN009010500,"ANEKAL, IN",1902-05-13,22.2,-1.2220937986215452
IN009010500,"ANEKAL, IN",1934-06-28,22.6,-1.1297345386083326
IN009010500,"ANEKAL, IN",1929-05-14,33.3,1.3408756667450903
IN009010500,"ANEKAL, IN",1921-07-19,33,1.2716062217351818
IN009010500,"ANEKAL, IN",1922-09-05,31.9,1.017618256698848
IN009011400,"VARTUR, IN",1963-06-23,34.7,1.6396266331249088
IN009012800,"BANGALORE HINDUSTAN, IN",2023-09-11,75,1.0587667433560541
IN009010500,"ANEKAL, IN",1970-04-11,20.7,-1.5684410236710906
IN009012800,"BANGALORE HINDUSTAN, IN",1967-01-03,21.7,-1.1349739125646865
IN009010500,"ANEKAL, IN",1918-04-05,20,-1.7300697286942117
IN009011801,"ATTIBELE, IN",1964-04-05,32.3,1.1152471606431504
IN009012800,"BANGALORE HINDUSTAN, IN",1964-02-04,22.6,-1.0979313874178072
IN009011801,"ATTIBELE, IN",1959-02-17,33.6,1.4152177454563937
IN009011801,"ATTIBELE, IN",1964-09-03,34.2,1.5536657076778904
IN009010500,"ANEKAL, IN",1920-05-23,33.8,1.4563247417616054
IN009010500,"ANEKAL, IN",1961-03-02,22.9,-1.0604650935984243
IN009012800,"BANGALORE HINDUSTAN, IN",1952-05-14,21.7,-1.1349739125646865
IN009012800,"BANGALORE HINDUSTAN, IN",1943-01-07,78,1.1822418271789852
IN009012800,"BANGALORE HINDUSTAN, IN",1953-11-01,22.3,-1.1102788958001002
IN009010500,"ANEKAL, IN",1933-01-26,22.8,-1.0835549086017269
IN009010500,"ANEKAL, IN",1916-11-02,31.9,1.017618256698848
IN009010500,"ANEKAL, IN",1907-05-05,33.3,1.3408756667450903
IN009012800,"BANGALORE HINDUSTAN, IN",2014-08-29,80,1.264558549727606
IN009011801,"ATTIBELE, IN",1963-05-03,32.4,1.1383218210134
IN009012800,"BANGALORE HINDUSTAN, IN",1953-06-16,22.8,-1.089699715162945
IN009012800,"BANGALORE HINDUSTAN, IN",1966-02-10,21.6,-1.1390897486921174
IN009010500,"ANEKAL, IN",1950-04-25,20.4,-1.637710468681
IN009010500,"ANEKAL, IN",1925-02-02,21.3,-1.4299021336512723
IN009012800,"BANGALORE HINDUSTAN, IN",2011-09-02,75,1.0587667433560541
IN009012800,"BANGALORE HINDUSTAN, IN",1951-04-20,21.6,-1.1390897486921174
IN009012800,"BANGALORE HINDUSTAN, IN",1945-03-22,82,1.3468752722762265
IN009012800,"BANGALORE HINDUSTAN, IN",1959-09-27,21.5,-1.1432055848195486
IN009011801,"ATTIBELE, IN",1962-08-02,34.9,1.7151883302696351
IN009012800,"BANGALORE HINDUSTAN, IN",1951-01-15,22.7,-1.0938155512903762
IN009010500,"ANEKAL, IN",1963-09-06,33.8,1.4563247417616054
IN009010500,"ANEKAL, IN",1927-08-02,23,-1.037375278595121
IN009012800,"BANGALORE HINDUSTAN, IN",2019-06-11,78,1.1822418271789852
IN009010500,"ANEKAL, IN",1906-07-23,33.2,1.3177858517417884
IN009012800,"BANGALORE HINDUSTAN, IN",2017-02-27,74,1.0176083820817439
IN009012800,"BANGALORE HINDUSTAN, IN",2024-04-09,82,1.3468752722762265
IN009010500,"ANEKAL, IN",1962-06-08,22.7,-1.10664472360503
IN009012800,"BANGALORE HINDUSTAN, IN",1951-10-14,22.9,-1.0855838790355141
IN009010500,"ANEKAL, IN",1943-07-19,22.4,-1.1759141686149395
IN009011400,"VARTUR, IN",1963-10-26,20,-1.7112253730351685
IN009010500,"ANEKAL, IN",1966-08-17,32.4,1.1330673317153632
IN009012800,"BANGALORE HINDUSTAN, IN",1964-02-02,21.6,-1.1390897486921174
IN009011400,"VARTUR, IN",1956-05-01,23,-1.0273780248392346
IN009010500,"ANEKAL, IN",1934-12-13,20.8,-1.5453512086677874
IN009012800,"BANGALORE HINDUSTAN, IN",1968-10-10,23.6,-1.0567730261434969
IN009012800,"BANGALORE HINDUSTAN, IN",1956-02-11,20.6,-1.180248109966428
IN009012800,"BANGALORE HINDUSTAN, IN",1944-05-08,83,1.3880336335505368
IN009010500,"ANEKAL, IN",1922-11-14,33.5,1.387055296751697
IN009010500,"ANEKAL, IN",1910-01-21,21.3,-1.4299021336512723
IN009010500,"ANEKAL, IN",1968-11-11,34.5,1.6179534467847272
IN009012800,"BANGALORE HINDUSTAN, IN",2012-04-26,80,1.264558549727606
IN009010500,"ANEKAL, IN",1970-10-27,34.8,1.6872228917946357
IN009010500,"ANEKAL, IN",1911-01-25,34.6,1.6410432617880306
IN009010500,"ANEKAL, IN",1949-04-12,21.2,-1.4529919486545755
IN009010500,"ANEKAL, IN",1967-04-16,22.5,-1.152824353611636
IN009010500,"ANEKAL, IN",1918-03-07,22.6,-1.1297345386083326
IN009011400,"VARTUR, IN",1957-11-26,22.6,-1.1185576712653587
IN009010500,"ANEKAL, IN",1952-02-19,21.3,-1.4299021336512723
IN009011801,"ATTIBELE, IN",1964-07-24,22.6,-1.1229948952710407
IN009010500,"ANEKAL, IN",1912-07-07,35,1.7334025218012423
IN009010500,"ANEKAL, IN",1917-02-03,32.9,1.2485164067318784
IN009010500,"ANEKAL, IN",1936-10-12,21.7,-1.3375428736380603
IN009012800,"BANGALORE HINDUSTAN, IN",1970-07-29,20.3,-1.192595618348721
IN009010500,"ANEKAL, IN",1937-09-17,21.8,-1.3144530586347571
IN009011801,"ATTIBELE, IN",1964-10-05,33.2,1.3229191039753962
IN009010500,"ANEKAL, IN",1906-12-25,34.4,1.5948636317814238
IN009011801,"ATTIBELE, IN",1957-10-24,21.3,-1.422965480084283
IN009011400,"VARTUR, IN",1958-09-23,21.7,-1.3237118757241393
IN009011801,"ATTIBELE, IN",1960-10-08,23,-1.0306962537900433
IN009011801,"ATTIBELE, IN",1964-08-10,34.9,1.7151883302696351
IN009010500,"ANEKAL, IN",1949-01-13,20.1,-1.7069799136909083
IN009010500,"ANEKAL, IN",1921-06-08,20.2,-1.6838900986876058
IN009012800,"BANGALORE HINDUSTAN, IN",1964-06-24,23.6,-1.0567730261434969
IN009010500,"ANEKAL, IN",1966-08-21,21.3,-1.4299021336512723
IN009012800,"BANGALORE HINDUSTAN, IN",1945-06-22,76,1.0999251046303646
IN009010500,"ANEKAL, IN",1922-12-06,21.9,-1.2913632436314546
IN009010500,"ANEKAL, IN",1936-03-14,34.8,1.6872228917946357
IN009012800,"BANGALORE HINDUSTAN, IN",1943-01-18,81,1.3057169110019162
